"code";"description";"procurement_category";"name";"parent";"language_code"
"43312400-7";;"goods";"Road rollers";"43312000-3";"en"
"43312400-7";;"goods";"Cilindri compresori rutieri";"43312000-3";"ro"
"43312400-7";;"goods";"Тяжёлые дорожные катки";"43312000-3";"ru"
"43312500-8";;"goods";"Mechanical rollers";"43312000-3";"en"
"43312500-8";;"goods";"Cilindri compresori mecanici";"43312000-3";"ro"
"43312500-8";;"goods";"Тяжелые механические дорожные катки";"43312000-3";"ru"
"43313000-0";;"goods";"Snowploughs and snowblowers";"43310000-9";"en"
"43313000-0";;"goods";"Pluguri şi turbine pentru zăpadă";"43310000-9";"ro"
"43313000-0";;"goods";"Отвальные снегоочистители и роторные снегоочистители";"43310000-9";"ru"
"43313100-1";;"goods";"Snowploughs";"43313000-0";"en"
"43313100-1";;"goods";"Pluguri pentru zăpadă";"43313000-0";"ro"
"43313100-1";;"goods";"Отвальные снегоочистители";"43313000-0";"ru"
"43313200-2";;"goods";"Snowblowers";"43313000-0";"en"
"43313200-2";;"goods";"Turbine pentru zăpadă";"43313000-0";"ro"
"43313200-2";;"goods";"Роторные снегоочистители";"43313000-0";"ru"
"43314000-7";;"goods";"Pile extractors";"43310000-9";"en"
"43314000-7";;"goods";"Extractoare de piloţi";"43310000-9";"ro"
"43314000-7";;"goods";"Устройства для извлечения свай";"43310000-9";"ru"
"43315000-4";;"goods";"Compacting machinery";"43310000-9";"en"
"43315000-4";;"goods";"Compactoare";"43310000-9";"ro"
"43315000-4";;"goods";"Уплотнители";"43310000-9";"ru"
"43316000-1";;"goods";"Cable-laying machinery";"43310000-9";"en"
"43316000-1";;"goods";"Utilaje de pozat cabluri";"43310000-9";"ro"
"43316000-1";;"goods";"Оборудование для прокладки кабелей";"43310000-9";"ru"
"43320000-2";;"goods";"Construction equipment";"43300000-6";"en"
"43320000-2";;"goods";"Echipament de construcţii";"43300000-6";"ro"
"43320000-2";;"goods";"Строительное оборудование";"43300000-6";"ru"
"43321000-9";;"goods";"Bridge-suspension equipment";"43320000-2";"en"
"43321000-9";;"goods";"Echipament de suspendare a podurilor";"43320000-2";"ro"
"43321000-9";;"goods";"Оборудование для подвески мостов";"43320000-2";"ru"
"43322000-6";;"goods";"Dismantling equipment";"43320000-2";"en"
"43322000-6";;"goods";"Echipament de demontare";"43320000-2";"ro"
"43322000-6";;"goods";"Оборудование для сноса";"43320000-2";"ru"
"43323000-3";;"goods";"Irrigation equipment";"43320000-2";"en"
"43323000-3";;"goods";"Echipament de irigare";"43320000-2";"ro"
"43323000-3";;"goods";"Ирригационное оборудование";"43320000-2";"ru"
"43324000-0";;"goods";"Drainage equipment";"43320000-2";"en"
"43324000-0";;"goods";"Echipament de drenare";"43320000-2";"ro"
"43324000-0";;"goods";"Дренажное оборудование";"43320000-2";"ru"
"43324100-1";;"goods";"Equipment for swimming pools";"43324000-0";"en"
"43324100-1";;"goods";"Echipament pentru piscine";"43324000-0";"ro"
"43324100-1";;"goods";"Оборудование для бассейнов";"43324000-0";"ru"
"43325000-7";;"goods";"Park and playground equipment";"43320000-2";"en"
"43325000-7";;"goods";"Echipament pentru parcuri şi terenuri de joacă";"43320000-2";"ro"
"43325000-7";;"goods";"Оборудование для парков и игровых площадок";"43320000-2";"ru"
"43325100-8";;"goods";"Grounds-maintenance equipment";"43325000-7";"en"
"43325100-8";;"goods";"Echipament de întreţinere a terenurilor";"43325000-7";"ro"
"43325100-8";;"goods";"Оборудование для обслуживания площадок";"43325000-7";"ru"
"43327000-1";;"goods";"Prefabricated equipment";"43320000-2";"en"
"43327000-1";;"goods";"Echipament prefabricat";"43320000-2";"ro"
"43327000-1";;"goods";"Сборное оборудование";"43320000-2";"ru"
"43328000-8";;"goods";"Hydraulic installations";"43320000-2";"en"
"43328000-8";;"goods";"Instalaţii hidraulice";"43320000-2";"ro"
"43328000-8";;"goods";"Гидравлические установки";"43320000-2";"ru"
"43328100-9";;"goods";"Hydraulic equipment";"43328000-8";"en"
"43328100-9";;"goods";"Echipament hidraulic";"43328000-8";"ro"
"43328100-9";;"goods";"Гидравлическое оборудование";"43328000-8";"ru"
"43329000-5";;"goods";"Equipment sets";"43320000-2";"en"
"43329000-5";;"goods";"Ansambluri de echipamente";"43320000-2";"ro"
"43329000-5";;"goods";"Комплексы оборудования";"43320000-2";"ru"
"43400000-7";;"goods";"Mineral-processing and foundry mould-forming machinery";"43000000-3";"en"
"43400000-7";;"goods";"Utilaje de procesare a mineralelor şi de modelare a formelor de turnătorie";"43000000-3";"ro"
"43400000-7";;"goods";"Оборудование для обработки минералов и моделирования литейных форм";"43000000-3";"ru"
"43410000-0";;"goods";"Mineral-processing machinery";"43400000-7";"en"
"43410000-0";;"goods";"Utilaje de procesare a mineralelor";"43400000-7";"ro"
"43410000-0";;"goods";"Оборудование для обработки минералов";"43400000-7";"ru"
"43411000-7";;"goods";"Sorting and screening machines";"43410000-0";"en"
"43411000-7";;"goods";"Maşini de triere şi de cernere";"43410000-0";"ro"
"43411000-7";;"goods";"Машины для сортировки и просеивания";"43410000-0";"ru"
"43412000-4";;"goods";"Machines for mixing gravel with bitumen";"43410000-0";"en"
"43412000-4";;"goods";"Malaxoare de pietriş cu bitum";"43410000-0";"ro"
"43412000-4";;"goods";"Машины для смешивания гравия с битумом";"43410000-0";"ru"
"43413000-1";;"goods";"Concrete or mortar mixers";"43410000-0";"en"
"43413000-1";;"goods";"Malaxoare de beton sau mortar";"43410000-0";"ro"
"43413000-1";;"goods";"Машины для смешивания бетона или строительного раствора";"43410000-0";"ru"
"43413100-2";;"goods";"Cement mixers";"43413000-1";"en"
"43413100-2";;"goods";"Malaxoare de ciment";"43413000-1";"ro"
"43413100-2";;"goods";"Машины для смешивания цемента";"43413000-1";"ru"
"43414000-8";;"goods";"Grinding machines";"43410000-0";"en"
"43414000-8";;"goods";"Maşini de rectificat";"43410000-0";"ro"
"43414000-8";;"goods";"Машины для шлифования, заточки";"43410000-0";"ru"
"43414100-9";;"goods";"Coal pulverising mills";"43414000-8";"en"
"43414100-9";;"goods";"Mori de măcinat cărbune";"43414000-8";"ro"
"43414100-9";;"goods";"Угольные дробилки";"43414000-8";"ru"
"43415000-5";;"goods";"Foundry moulds";"43410000-0";"en"
"43415000-5";;"goods";"Forme de turnătorie";"43410000-0";"ro"
"43415000-5";;"goods";"Литейные формы";"43410000-0";"ru"
"43420000-3";;"goods";"Foundry mould-forming machinery";"43400000-7";"en"
"43420000-3";;"goods";"Maşini de modelare a formelor de turnătorie";"43400000-7";"ro"
"43420000-3";;"goods";"Машины для моделирования литейных форм";"43400000-7";"ru"
"43500000-8";;"goods";"Track-laying vehicles";"43000000-3";"en"
"43500000-8";;"goods";"Vehicule cu şenile";"43000000-3";"ro"
"43500000-8";;"goods";"Гусеничные машины";"43000000-3";"ru"
"43600000-9";;"goods";"Parts of machinery for mining, quarrying and construction";"43000000-3";"en"
"43600000-9";;"goods";"Piese pentru utilaje de exploatare minieră şi în carieră şi piese pentru maşini de construcţii";"43000000-3";"ro"
"43600000-9";;"goods";"Запасные части для машин горнодобывающей промышленности и строительной техники";"43000000-3";"ru"
"43610000-2";;"goods";"Parts for boring machinery";"43600000-9";"en"
"43610000-2";;"goods";"Piese pentru utilaje de foraj";"43600000-9";"ro"
"43610000-2";;"goods";"Запасные части для бурильного оборудования";"43600000-9";"ru"
"43611000-9";;"goods";"Parts for well-drilling machinery";"43610000-2";"en"
"43611000-9";;"goods";"Piese pentru utilaje de forare a sondelor";"43610000-2";"ro"
"43611000-9";;"goods";"Запасные части для машин по бурению скважин";"43610000-2";"ru"
"43611100-0";;"goods";"Bridge plugs";"43611000-9";"en"
"43611100-0";;"goods";"Obturatoare de prize de pod";"43611000-9";"ro"
"43611100-0";;"goods";"Пробки для перекрытия перфорированного пояса в обсадной трубе";"43611000-9";"ru"
"43611200-1";;"goods";"Industrial drill bits";"43611000-9";"en"
"43611200-1";;"goods";"Sape de foraj industriale";"43611000-9";"ro"
"43611200-1";;"goods";"Промышленные буры";"43611000-9";"ru"
"43611300-2";;"goods";"Drilling jars";"43611000-9";"en"
"43611300-2";;"goods";"Geale de foraj";"43611000-9";"ro"
"43611300-2";;"goods";"Бурильные яссы";"43611000-9";"ru"
"43611400-3";;"goods";"Iron roughnecks";"43611000-9";"en"
"43611400-3";;"goods";"Foreze de fier";"43611000-9";"ro"
"43611400-3";;"goods";"Железные фрезы";"43611000-9";"ru"
"43611500-4";;"goods";"Rotary tables";"43611000-9";"en"
"43611500-4";;"goods";"Mese rotative";"43611000-9";"ro"
"43611500-4";;"goods";"Столы бурового ротора";"43611000-9";"ru"
"43611600-5";;"goods";"Mudline suspension equipment";"43611000-9";"en"
"43611600-5";;"goods";"Echipament de susţinere a conductelor de noroi";"43611000-9";"ro"
"43611600-5";;"goods";"Оборудование для поддержки труб для подачи бурового раствора";"43611000-9";"ru"
"43611700-6";;"goods";"Tieback equipment";"43611000-9";"en"
"43611700-6";;"goods";"Echipament de racordare";"43611000-9";"ro"
"43611700-6";;"goods";"Коммутационное оборудование";"43611000-9";"ru"
"43612000-6";;"goods";"Parts of well-extraction machinery";"43610000-2";"en"
"43612000-6";;"goods";"Piese pentru utilaje de sonde de extracţie";"43610000-2";"ro"
"43612000-6";;"goods";"Запасные части для машин для буровых скважин";"43610000-2";"ru"
"43612100-7";;"goods";"Casing hangers";"43612000-6";"en"
"43612100-7";;"goods";"Dispozitive de suspensie a cuvelajelor";"43612000-6";"ro"
"43612100-7";;"goods";"Подвесные хомуты для обсадных колонн";"43612000-6";"ru"
"43612200-8";;"goods";"Liner hanger equipment";"43612000-6";"en"
"43612200-8";;"goods";"Echipament de suspendare pentru coloană pierdută";"43612000-6";"ro"
"43612200-8";;"goods";"Подвесные хомуты колонны-хвостовика";"43612000-6";"ru"
"43612300-9";;"goods";"Production riser tensioners";"43612000-6";"en"
"43612300-9";;"goods";"Tiranţi pentru ţevi de refulare";"43612000-6";"ro"
"43612300-9";;"goods";"Натяжители эксплуатационного райзера";"43612000-6";"ru"
"43612400-0";;"goods";"Wellheads";"43612000-6";"en"
"43612400-0";;"goods";"Guri de sondă";"43612000-6";"ro"
"43612400-0";;"goods";"Устья скважин";"43612000-6";"ru"
"43612500-1";;"goods";"Production riser tieback equipment";"43612000-6";"en"
"43612500-1";;"goods";"Dispozitive de tiranţi pentru ţevi de refulare";"43612000-6";"ro"
"43612500-1";;"goods";"Соединительные узлы для надставки подводных колонн эксплуатационных райзеров";"43612000-6";"ru"
"43612600-2";;"goods";"Wellhead control system";"43612000-6";"en"
"43612600-2";;"goods";"Sistem de control pentru gurile de sondă";"43612000-6";"ro"
"43612600-2";;"goods";"Система управления устьев скважин";"43612000-6";"ru"
"43612700-3";;"goods";"Wellhead equipment";"43612000-6";"en"
"44112510-6";;"goods";"Shingles";"44112000-8";"en"
"43612700-3";;"goods";"Echipament pentru guri de sondă";"43612000-6";"ro"
"43612700-3";;"goods";"Оборудование для устьев скважин";"43612000-6";"ru"
"43612800-4";;"goods";"Rig-jacking systems";"43612000-6";"en"
"43612800-4";;"goods";"Sisteme de spălare a utilajelor de foraj";"43612000-6";"ro"
"43612800-4";;"goods";"Моющие системы для буровых машин";"43612000-6";"ru"
"43613000-3";;"goods";"Parts of coal or rock cutting machinery";"43610000-2";"en"
"43613000-3";;"goods";"Piese pentru haveze de cărbune sau de rocă";"43610000-2";"ro"
"43613000-3";;"goods";"Запасные части для машин для резки угля или горных пород";"43610000-2";"ru"
"43613100-4";;"goods";"Parts of coal cutting machinery";"43613000-3";"en"
"43613100-4";;"goods";"Piese pentru haveze de cărbune";"43613000-3";"ro"
"43613100-4";;"goods";"Запасные части для машин для резки угля";"43613000-3";"ru"
"43613200-5";;"goods";"Parts of rock cutting machinery";"43613000-3";"en"
"43613200-5";;"goods";"Piese pentru haveze de rocă";"43613000-3";"ro"
"43613200-5";;"goods";"Запасные части для машин для резки горных пород";"43613000-3";"ru"
"43614000-0";;"goods";"Parts of tunnelling machinery";"43610000-2";"en"
"43614000-0";;"goods";"Piese pentru utilaje de excavare a tunelurilor";"43610000-2";"ro"
"43614000-0";;"goods";"Запасные части для машин для прокладки земляных туннелей";"43610000-2";"ru"
"43620000-5";;"goods";"Parts of mineral-processing machinery";"43600000-9";"en"
"43620000-5";;"goods";"Piese pentru utilaje de prelucrare a mineralelor";"43600000-9";"ro"
"43620000-5";;"goods";"Запасные части для машин для переработки полезных ископаемых";"43600000-9";"ru"
"43630000-8";;"goods";"Parts of sinking machinery";"43600000-9";"en"
"43630000-8";;"goods";"Piese pentru utilaje de săpare pe verticală";"43600000-9";"ro"
"43630000-8";;"goods";"Запасные части машин для вертикальной резки";"43600000-9";"ru"
"43640000-1";;"goods";"Parts of excavating machinery";"43600000-9";"en"
"43640000-1";;"goods";"Piese pentru excavatoare";"43600000-9";"ro"
"43640000-1";;"goods";"Запасные части машин для экскаваторов";"43600000-9";"ru"
"43700000-0";;"goods";"Machinery for metallurgy and associated parts";"43000000-3";"en"
"43700000-0";;"goods";"Utilaje pentru metalurgie şi piese conexe";"43000000-3";"ro"
"43700000-0";;"goods";"Оборудование для металлургии и связанные с ним запасные части";"43000000-3";"ru"
